n,W,b,Tiempo,Metodo,nodo
4800,2600,5605,41.7521,Dinamica,451
7800,700,7102,109.391,Dinamica,217
3900,6000,5342,27.3346,Dinamica,913
2900,7700,4161,18.9182,Dinamica,1090
4900,4100,6182,40.823,Dinamica,722
5500,4800,5730,55.3018,Dinamica,699
9700,3400,7926,441.835,Dinamica,121
5600,9400,6489,56.2081,Dinamica,2124
9500,4900,7654,416.877,Dinamica,2126
600,50,1745,1.21528,Dinamica,27
7700,8200,6855,113.848,Dinamica,2238
3600,2500,5257,24.9032,Dinamica,627
2300,7900,4022,13.1648,Dinamica,1066
9000,4700,7736,322.301,Dinamica,2137
3700,2800,5337,27.1884,Dinamica,619
300,6800,1447,0.261256,Dinamica,192
900,2900,2518,1.27931,Dinamica,58
8600,3400,7743,285.162,Dinamica,870
9100,2500,8025,329.817,Dinamica,1944
7200,50,4142,102.32,Dinamica,50
9600,2800,7970,408.671,Dinamica,1044
500,2500,1599,0.774541,Dinamica,178
8300,9200,7876,132.483,Dinamica,726
100,3500,792,0.080391,Dinamica,102
6900,9100,6898,85.9488,Dinamica,2141
1500,9500,3078,5.31475,Dinamica,673
9900,7400,8700,475.462,Dinamica,1974
5700,2800,5805,60.8633,Dinamica,146
8600,1100,6969,277.95,Dinamica,187
9500,6800,7853,418.846,Dinamica,1255
6100,1900,5969,69.2939,Dinamica,906
2400,3000,4470,13.9545,Dinamica,448
7600,2300,7142,104.804,Dinamica,836
3300,1500,4718,19.641,Dinamica,109
5400,3000,6406,50.8326,Dinamica,322
400,2600,1764,0.569162,Dinamica,900
6500,2100,6824,78.1677,Dinamica,124
1900,100,3101,5.18866,Dinamica,67
1200,6600,2953,2.08575,Dinamica,948
800,7600,2155,1.47534,Dinamica,1178
5800,9200,5821,60.357,Dinamica,2997
3000,1200,4291,19.6803,Dinamica,212
9900,8600,7876,475.347,Dinamica,883
2100,2700,3612,10.3999,Dinamica,973
3300,1100,4566,22.5426,Dinamica,774
6000,1700,6295,66.6056,Dinamica,514
5600,2800,6094,59.5918,Dinamica,407
9800,600,7585,452.146,Dinamica,114
3800,4700,5097,25.2929,Dinamica,342
5600,3300,6298,58.3632,Dinamica,241
6800,5200,6391,83.5257,Dinamica,748
2100,7200,3478,9.50216,Dinamica,1264
7700,5300,7175,113.495,Dinamica,1466
9200,1600,7956,354.846,Dinamica,594
50,8300,551,0.102218,Dinamica,173
8700,8200,7752,286.917,Dinamica,1530
5800,9700,6111,61.2548,Dinamica,453
6200,6500,6689,70.0323,Dinamica,137
4400,2800,5805,34.4712,Dinamica,1340
1400,4100,2859,4.32571,Dinamica,2228
50,9900,609,0.045593,Dinamica,16
3300,6900,4650,20.5602,Dinamica,901
1400,5800,3590,4.89597,Dinamica,855
6700,1300,6785,84.491,Dinamica,2378
4700,6200,5571,40.0025,Dinamica,318
2800,7300,4360,18.8675,Dinamica,921
1500,10000,3435,5.10099,Dinamica,711
7700,1900,6588,113.493,Dinamica,1893
3600,9300,5287,25.1834,Dinamica,1893
4700,9500,5960,38.4623,Dinamica,463
4200,8000,5145,31.733,Dinamica,522
1100,8300,2405,3.15956,Dinamica,203
4100,1700,4967,32.5613,Dinamica,441
2300,2800,3659,13.824,Dinamica,1353
6900,6100,7130,85.9107,Dinamica,1044
5200,7300,5670,48.5644,Dinamica,189
10000,100,5728,480.023,Dinamica,78
600,2500,2433,0.700352,Dinamica,445
5000,9400,5161,47.1437,Dinamica,409
8400,3100,7407,249.251,Dinamica,1065
4500,7100,4942,38.035,Dinamica,1925
4700,8400,5834,38.6763,Dinamica,132
600,4500,1750,1.31062,Dinamica,2751
3900,2100,5260,29.8097,Dinamica,1887
3400,2300,4409,19.6352,Dinamica,535
6400,6200,7110,76.4911,Dinamica,1397
8000,1000,6827,120.352,Dinamica,105
3000,1900,4110,15.2777,Dinamica,198
3000,4500,4402,16.5984,Dinamica,952
2600,50,2796,12.6467,Dinamica,38
1700,5300,3408,6.67448,Dinamica,227
6200,400,5970,69.0702,Dinamica,102
2300,5800,3766,10.6317,Dinamica,2242
6000,3500,6129,63.6655,Dinamica,3271
6400,700,6534,77.3946,Dinamica,854
5000,6500,5798,45.3864,Dinamica,100
3800,8300,4747,24.6622,Dinamica,749
6600,2300,6140,83.2665,Dinamica,693
1100,600,2510,2.88297,Dinamica,345
2300,7100,3977,13.2731,Dinamica,327
9800,1700,8426,447.074,Dinamica,124
3800,1200,4234,29.1002,Dinamica,795
6800,1200,6230,81.005,Dinamica,93
7700,100,5239,114.39,Dinamica,75
3800,2200,5467,24.3482,Dinamica,217
4900,4300,5100,43.2369,Dinamica,2141
7300,8700,6956,95.0888,Dinamica,148
6400,2100,7247,76.9329,Dinamica,107
6900,2400,7253,93.6076,Dinamica,774
1100,7400,2594,1.63623,Dinamica,821
8300,9900,7068,129.375,Dinamica,1427
9100,9100,7711,329.275,Dinamica,275
8500,2400,6819,253.714,Dinamica,266
4800,5500,6688,39.6088,Dinamica,996
4500,2600,5058,39.7435,Dinamica,916
6700,1100,6741,86.1557,Dinamica,812
8600,600,7802,283.698,Dinamica,120
1400,7800,3045,2.52908,Dinamica,203
9400,4100,7266,394.337,Dinamica,219
5600,50,3857,56.9812,Dinamica,50
1200,3100,3191,2.68591,Dinamica,251
3200,5300,4731,18.1887,Dinamica,1388
5500,700,5690,53.0958,Dinamica,484
7800,7100,6910,110.849,Dinamica,1186
5400,5700,5506,53.1969,Dinamica,118
2800,6500,4111,14.0116,Dinamica,1017
9600,700,7820,407.26,Dinamica,112
4500,2500,5333,39.6236,Dinamica,121
8500,4400,7491,251.104,Dinamica,309
3400,3100,4899,22.7493,Dinamica,528
300,9400,1436,0.284469,Dinamica,768
4100,1900,5226,33.5214,Dinamica,79
9000,2400,7403,321.5,Dinamica,1147
1200,1200,2384,2.97659,Dinamica,401
4200,400,4743,32.9565,Dinamica,76
3200,4000,4505,20.7172,Dinamica,225
8300,1600,7444,129.649,Dinamica,303
800,2500,2700,1.54524,Dinamica,1177
8500,6200,6849,252.99,Dinamica,309
4600,8300,5883,40.595,Dinamica,174
3800,7300,4911,26.2866,Dinamica,399
8900,8100,7164,313.302,Dinamica,185
4100,4000,5294,31.9826,Dinamica,2479
50,4300,610,0.040439,Dinamica,43
2300,2200,4081,11.4983,Dinamica,60
4600,7400,5661,40.8827,Dinamica,4972
7500,9300,6466,101.296,Dinamica,447
5000,3900,6089,47.543,Dinamica,480
7700,500,7714,114.658,Dinamica,109
8900,7700,8385,328.849,Dinamica,2207
8600,4900,7823,281.072,Dinamica,264
7900,2100,6546,113.524,Dinamica,3186
8700,7000,7851,285.108,Dinamica,612
5700,9600,5946,60.845,Dinamica,1453
8400,800,7064,250.171,Dinamica,610
4700,400,5599,42.0078,Dinamica,163
5300,2600,5632,50.1155,Dinamica,1929
7700,8500,6903,112.969,Dinamica,127
1600,4200,3185,5.07355,Dinamica,169
6400,9500,6391,75.6407,Dinamica,147
2900,3700,4201,17.1718,Dinamica,154
5200,9100,6943,48.3037,Dinamica,1811
500,1400,1795,0.745224,Dinamica,232
1000,4500,2623,2.12058,Dinamica,50
2400,7900,3737,11.2214,Dinamica,411
3300,9700,4263,19.6842,Dinamica,855
2500,4500,3571,13.5453,Dinamica,175
3700,8000,5142,26.455,Dinamica,81
7600,9700,7288,108.419,Dinamica,1487
5800,6000,5871,62.5428,Dinamica,2943
3100,3000,4307,22.4388,Dinamica,1075
1400,200,3001,4.05465,Dinamica,103
4800,5900,5928,40.334,Dinamica,1104
5400,3500,6161,52.561,Dinamica,389
6200,1500,6073,73.6059,Dinamica,1287
4700,2600,5572,39.4348,Dinamica,1289
800,5000,1889,0.994033,Dinamica,165
3300,4400,4250,19.9534,Dinamica,396
5300,7300,5020,47.375,Dinamica,279
2000,9900,3454,9.50834,Dinamica,3103
3000,2900,4500,17.903,Dinamica,91
7100,9500,6897,94.0933,Dinamica,1180
8400,6600,6678,246.364,Dinamica,560
1600,4800,3732,8.1107,Dinamica,260
8300,8800,6610,126.285,Dinamica,268
9800,5700,7794,443.787,Dinamica,572
8000,9200,6932,115.901,Dinamica,1757
8300,8200,6551,132.692,Dinamica,1261
9400,5400,7641,393.295,Dinamica,1232
300,8200,1510,0.484422,Dinamica,22
3100,8500,5113,19.7891,Dinamica,1013
600,1400,2059,1.21716,Dinamica,1574
900,3900,2656,1.53133,Dinamica,461
8900,6100,7737,321.744,Dinamica,872
1500,4600,3542,4.6351,Dinamica,2098
5200,1900,5760,51.8528,Dinamica,1597
3700,2100,4706,27.0902,Dinamica,997
5800,3400,6333,62.2716,Dinamica,447
9000,9100,8590,323.958,Dinamica,1515
700,5800,2089,1.48019,Dinamica,588
7500,5500,7159,101.306,Dinamica,2355
4300,5200,5186,32.3418,Dinamica,1315
7500,3400,6568,101.565,Dinamica,915
5000,6200,5918,45.1634,Dinamica,111
8800,6300,8774,288.76,Dinamica,1367
50,1800,418,0.045242,Dinamica,30
500,3000,1744,0.973344,Dinamica,1724
8100,100,5464,119.479,Dinamica,77
1900,6800,3496,9.62745,Dinamica,679
1600,6900,3011,5.83348,Dinamica,1305
3100,200,4265,17.7826,Dinamica,61
7300,7900,6611,98.5028,Dinamica,2026
4000,5700,4691,28.8633,Dinamica,152
5700,7100,5854,59.7257,Dinamica,511
2500,9800,4449,13.8797,Dinamica,580
1400,3200,3367,4.26536,Dinamica,821
2100,9500,4136,9.76028,Dinamica,1349
6500,1900,6472,77.1456,Dinamica,685
9700,4900,8106,435.542,Dinamica,405
5600,9200,5891,55.8902,Dinamica,2101
8900,3800,7721,322.371,Dinamica,2609
4200,9600,5528,32.3449,Dinamica,905
6200,9600,7227,72.6704,Dinamica,212
1700,1100,3817,8.78605,Dinamica,213
7900,8300,6817,111.855,Dinamica,1120
8000,8000,7636,114.032,Dinamica,1582
6900,50,3832,87.1966,Dinamica,50
2000,9500,3496,10.8866,Dinamica,877
6600,3200,7319,78.7821,Dinamica,322
1800,50,2614,6.74224,Dinamica,39
6800,1400,6605,83.1376,Dinamica,1678
9700,6300,8220,443.627,Dinamica,1172
4300,1700,5358,32.3863,Dinamica,443
9600,8400,8074,403.014,Dinamica,292
4200,5000,6349,33.0118,Dinamica,1726
3500,4700,5093,21.8185,Dinamica,286
4700,8900,5796,39.9216,Dinamica,175
9100,5200,7172,331.162,Dinamica,8345
3900,8800,5358,29.7772,Dinamica,4210
7500,1700,7360,103.213,Dinamica,2258
2400,3100,4089,13.0507,Dinamica,1398
4600,2200,5107,40.8947,Dinamica,840
5300,8100,5462,51.2854,Dinamica,312
3100,4100,4162,21.8181,Dinamica,1509
4000,200,4655,30.1734,Dinamica,79
2900,7400,3755,13.8342,Dinamica,485
9400,1700,6796,393.548,Dinamica,394
2700,6700,4679,16.3332,Dinamica,666
700,300,2302,1.45006,Dinamica,222
7800,3300,6826,109.839,Dinamica,1052
2000,7600,3872,9.27503,Dinamica,2145
6300,9800,7339,71.7008,Dinamica,131
2800,1300,4458,14.0512,Dinamica,1297
2400,8900,3455,12.2765,Dinamica,121
6400,9600,6121,73.8263,Dinamica,1552
1500,6900,3005,6.21316,Dinamica,1670
1100,9700,3056,3.39158,Dinamica,667
5700,2300,4997,57.3912,Dinamica,77
4800,700,5605,44.4129,Dinamica,1131
8600,1000,7667,278.018,Dinamica,2600
7200,1100,7339,103.261,Dinamica,1362
5800,2500,6116,64.0522,Dinamica,93
4800,8000,5918,41.308,Dinamica,231
7400,500,7052,95.7634,Dinamica,365
1100,4500,2971,2.41986,Dinamica,181
4700,3000,5215,39.5156,Dinamica,3158
9800,3700,8168,447.71,Dinamica,1388
4700,8800,5379,39.7043,Dinamica,2329
6300,800,6022,73.9866,Dinamica,832
6400,4000,6700,76.4628,Dinamica,2306
9000,5600,7982,321.361,Dinamica,3418
5800,3200,6949,63.7322,Dinamica,468
5600,4900,6659,56.9019,Dinamica,905
4700,3600,5650,39.374,Dinamica,800
1000,9900,2668,2.23693,Dinamica,587
2500,7000,4793,15.5808,Dinamica,76
7600,4400,6924,104.353,Dinamica,552
7800,3200,7180,109.943,Dinamica,418
8200,5900,7749,127.132,Dinamica,311
7800,1700,7248,111.861,Dinamica,730
1900,1800,3625,5.14962,Dinamica,396
600,2700,2052,1.29716,Dinamica,52
50,8500,645,0.043526,Dinamica,69
3800,6400,5072,26.5558,Dinamica,3291
4300,4700,5498,35.5609,Dinamica,1562
9800,9500,8804,445.183,Dinamica,1524
3500,2100,4983,20.5457,Dinamica,1193
3200,7100,5192,17.7004,Dinamica,563
9500,900,7934,419.455,Dinamica,722
5100,8000,5221,46.7116,Dinamica,2338
500,6500,1679,1.01038,Dinamica,222
7600,2500,7106,103.603,Dinamica,3161
7500,9000,7510,101.519,Dinamica,3165
5800,7100,5865,60.8332,Dinamica,139
2900,1100,4020,16.6317,Dinamica,879
7200,900,6975,99.6033,Dinamica,154
7600,2800,6886,106.551,Dinamica,317
2100,2900,4166,6.55389,Dinamica,193
1300,100,2417,3.16823,Dinamica,37
5700,8000,6643,59.3966,Dinamica,1672
3000,1500,4666,15.0072,Dinamica,1171
6600,2500,6634,78.8521,Dinamica,1275
2500,9600,4544,10.6285,Dinamica,1009
3500,3400,4594,24.6684,Dinamica,66
3800,5200,4866,27.8157,Dinamica,1919
9400,5700,8360,389.136,Dinamica,261
5600,2400,6122,57.2617,Dinamica,1806
9700,2200,7611,436.32,Dinamica,1370
9200,5000,8321,362.096,Dinamica,280
8300,7400,6870,129.038,Dinamica,1553
8800,200,6987,291.765,Dinamica,119
300,6000,1468,0.260638,Dinamica,515
1400,3500,3004,4.05835,Dinamica,691
5600,1100,6056,57.1009,Dinamica,84
5400,500,6057,53.396,Dinamica,387
6000,10000,6227,66.484,Dinamica,406
5300,6700,6380,50.4811,Dinamica,1100
4100,4200,4523,30.5962,Dinamica,815
8200,5800,8540,126.817,Dinamica,1587
9400,1500,7753,393.035,Dinamica,116
2200,7200,3708,11.7946,Dinamica,319
6300,6800,6532,72.2841,Dinamica,3858
9500,1300,7737,423.972,Dinamica,157
4000,4700,5424,27.7049,Dinamica,701
7900,3500,7201,113.201,Dinamica,2185
5100,3900,5612,46.2149,Dinamica,349
1100,2500,2767,2.60519,Dinamica,138
400,4100,1633,0.382867,Dinamica,440
8100,6100,7438,119.173,Dinamica,2327
9800,700,7913,446.509,Dinamica,219
3400,4300,4592,24.9528,Dinamica,75
3400,2700,4694,23.0699,Dinamica,668
2400,4500,4235,9.31684,Dinamica,259
3200,7500,4662,18.2728,Dinamica,178
5300,9800,6164,48.9925,Dinamica,232
4600,9800,6459,39.6596,Dinamica,674
5200,9600,5366,48.9629,Dinamica,589
9600,10000,8906,410.114,Dinamica,551
6800,2100,7460,82.7283,Dinamica,843
200,2700,977,0.185016,Dinamica,381
6800,7400,6737,84.8223,Dinamica,1940
8100,2700,7936,118.248,Dinamica,828
8000,6500,7149,114.721,Dinamica,1370
9300,2800,8808,373.327,Dinamica,190
700,50,1957,0.877299,Dinamica,39
7600,5100,6991,103.949,Dinamica,306
7800,4600,7305,111.83,Dinamica,203
2200,8000,3675,7.87672,Dinamica,447
8500,6000,8126,251.193,Dinamica,249
800,6300,1946,1.73869,Dinamica,2915
6300,7700,5783,72.7513,Dinamica,638
5900,2800,6232,66.4181,Dinamica,97
5900,2500,6784,66.9895,Dinamica,549
5500,3200,6623,55.8352,Dinamica,3087
3500,2900,5009,24.8277,Dinamica,377
7200,8900,7282,102.542,Dinamica,1117
4500,6500,5027,36.9662,Dinamica,2347
6600,5800,6870,81.644,Dinamica,199
50,9300,427,0.04541,Dinamica,76
6700,4100,7197,86.3349,Dinamica,1350
9600,5000,7637,407.95,Dinamica,705
8700,3000,7954,285.797,Dinamica,1017
100,4300,779,0.099169,Dinamica,298
50,9200,444,0.028017,Dinamica,56
1000,9500,3038,2.15089,Dinamica,317
50,5900,548,0.039992,Dinamica,80
3700,2600,5406,24.7757,Dinamica,87
4900,7200,5627,43.0593,Dinamica,1329
4600,4100,5373,38.1278,Dinamica,551
6100,2500,6575,69.9958,Dinamica,477
2300,5900,3864,11.1771,Dinamica,600
8100,4600,7344,118.47,Dinamica,124
5300,8300,6023,50.2084,Dinamica,1066
8500,5300,7287,253.288,Dinamica,111
9500,6300,7411,424.487,Dinamica,2340
4500,9800,6072,37.93,Dinamica,1508
9500,1400,6906,423.186,Dinamica,443
8300,6800,7797,128.293,Dinamica,948
2300,2100,4165,13.882,Dinamica,303
7600,8600,6913,105.645,Dinamica,468
1600,3100,2883,5.06698,Dinamica,156
3000,8100,4363,15.9692,Dinamica,1520
1700,7400,3685,5.66608,Dinamica,73
100,6900,864,0.098343,Dinamica,108
9500,2700,8543,419.086,Dinamica,358
8500,6300,8416,253.816,Dinamica,1626
5000,7300,5452,46.3349,Dinamica,2297
3100,9700,4299,19.6611,Dinamica,764
5400,6600,5774,52.737,Dinamica,1179
2500,5900,4380,12.8213,Dinamica,217
5800,5200,6192,60.8856,Dinamica,732
8500,5500,7057,254.451,Dinamica,3020
6000,200,5593,65.4004,Dinamica,275
4800,3500,5337,42.1499,Dinamica,822
7200,7800,6844,103.69,Dinamica,134
100,700,754,0.087207,Dinamica,188
2000,4400,3521,9.53362,Dinamica,767
2900,6400,5153,14.0173,Dinamica,124
6200,7700,5867,69.9474,Dinamica,898
6400,1700,6294,74.2179,Dinamica,768
5500,8100,6304,51.6382,Dinamica,3227
8600,3600,7597,277.633,Dinamica,255
1400,9100,2977,3.89907,Dinamica,212
2800,4300,4602,14.2057,Dinamica,2816
50,5300,454,0.060862,Dinamica,142
9900,1200,7413,473.936,Dinamica,147
4700,900,6045,42.3956,Dinamica,148
800,800,2731,1.25262,Dinamica,826
2200,1800,3346,9.38745,Dinamica,1633
1400,6700,2976,3.59716,Dinamica,372
200,5300,1118,0.175464,Dinamica,116
4300,5000,5694,33.8045,Dinamica,889
7700,9300,7004,114.936,Dinamica,2120
1400,2900,2668,4.32147,Dinamica,2245
9200,10000,6922,359.817,Dinamica,1364
8000,100,5530,113.791,Dinamica,76
9900,2400,8145,471.529,Dinamica,222
600,3700,1891,1.31394,Dinamica,523
5800,200,5184,59.796,Dinamica,74
3600,1200,4872,25.6842,Dinamica,1050
3400,1600,4877,19.0621,Dinamica,597
8700,5200,7876,288.086,Dinamica,1369
700,6800,2013,1.5405,Dinamica,631
2500,2100,4089,10.2818,Dinamica,238
5100,2600,5407,44.0276,Dinamica,104
9100,9400,7969,327.929,Dinamica,852
4700,6000,6395,40.028,Dinamica,3088
7500,6900,7233,100.989,Dinamica,1676
4100,7100,5223,33.1462,Dinamica,546
1700,2000,3263,6.01907,Dinamica,593
4800,3700,5366,40.7578,Dinamica,820
1600,3900,3010,5.53202,Dinamica,406
4400,8400,5517,34.1108,Dinamica,649
4800,1700,5875,43.0599,Dinamica,1485
5100,7700,5513,46.9695,Dinamica,1074
3400,6100,4519,19.5296,Dinamica,320
5800,8400,6158,62.8066,Dinamica,2759
3400,400,4452,20.1202,Dinamica,1339
8100,8600,7516,119.426,Dinamica,498
6100,5400,6314,67.028,Dinamica,712
2500,4900,3918,12.0385,Dinamica,1194
5400,8400,5971,49.314,Dinamica,874
2400,1000,3727,11.2298,Dinamica,58
50,8400,626,0.027362,Dinamica,23
2500,9700,4409,13.9014,Dinamica,1597
5100,6500,5985,44.6449,Dinamica,815
200,2400,1331,0.188773,Dinamica,293
2900,5100,4344,19.0047,Dinamica,2642
4300,7100,5584,35.1322,Dinamica,568
3800,500,4867,24.2721,Dinamica,477
6700,7200,6775,86.9014,Dinamica,483
1300,4500,3045,2.1684,Dinamica,351
8400,4400,7273,246.717,Dinamica,936
100,9400,574,0.088564,Dinamica,387
8400,7400,7501,244.554,Dinamica,2075
2800,8700,4800,13.6642,Dinamica,654
1200,3400,3297,3.04514,Dinamica,593
1400,3100,3164,4.88593,Dinamica,138
3000,1300,4457,19.5259,Dinamica,1850
8600,6400,8164,281.66,Dinamica,801
7400,6900,6424,99.0128,Dinamica,2150
2200,1300,3217,10.4629,Dinamica,478
1900,9400,3363,9.21273,Dinamica,181
8400,4700,7510,239.573,Dinamica,170
9600,2200,8004,409.156,Dinamica,133
3600,7300,4773,27.8005,Dinamica,285
7900,8200,6960,114.187,Dinamica,337
5600,4200,5448,56.6599,Dinamica,1573
2400,600,3427,12.0561,Dinamica,681
6100,8400,6376,68.2074,Dinamica,1021
9500,5000,7480,423.476,Dinamica,120
3500,50,3287,23.5471,Dinamica,44
1700,50,2555,6.49222,Dinamica,33
400,8900,1562,0.694834,Dinamica,353
3800,1400,4833,27.6893,Dinamica,1823
4400,10000,5826,34.1253,Dinamica,163
1800,600,3217,8.39729,Dinamica,211
4100,2400,4963,29.9466,Dinamica,1621
9000,9600,7289,326.181,Dinamica,891
4500,9500,5442,39.6532,Dinamica,85
3800,1700,5317,26.0075,Dinamica,896
1100,2700,2332,2.65905,Dinamica,1540
50,1000,629,0.046086,Dinamica,31
6400,8700,6697,74.6557,Dinamica,455
8600,4300,7933,281.618,Dinamica,967
50,4100,692,0.032308,Dinamica,45
1200,1100,2959,3.15983,Dinamica,1032
7300,2100,6876,97.024,Dinamica,362
6900,6300,6277,87.7714,Dinamica,937
2000,6800,3727,11.301,Dinamica,1136
1200,6800,2900,2.91929,Dinamica,949
5000,1400,5481,43.0155,Dinamica,1481
9500,1500,7633,421.591,Dinamica,361
9200,500,7626,360.093,Dinamica,127
6900,1200,6281,86.4198,Dinamica,3847
8000,9800,7413,114.471,Dinamica,139
7400,4000,6897,97.9193,Dinamica,2133
8800,6600,8085,291.28,Dinamica,242
5900,50,3992,63.7457,Dinamica,50
6100,6700,6193,69.3868,Dinamica,2437
1200,2000,3157,3.55952,Dinamica,1148
9300,1000,7827,368.39,Dinamica,119
3000,7100,4452,16.613,Dinamica,214
8500,9000,6777,252.476,Dinamica,1591
600,10000,2133,0.701269,Dinamica,513
6500,6200,5931,78.5594,Dinamica,514
1800,6100,2549,7.98536,Dinamica,109
400,7400,1543,0.71647,Dinamica,707
6600,4100,6665,76.2509,Dinamica,357
3200,7000,4270,19.9235,Dinamica,79
8200,4500,6849,125.221,Dinamica,1417
5000,5200,6543,43.5975,Dinamica,1172
4600,1300,5315,39.6783,Dinamica,702
5000,2200,6153,46.0152,Dinamica,450
3700,7100,5045,26.5816,Dinamica,785
2100,6200,3505,12.052,Dinamica,640
7500,6700,5780,100.097,Dinamica,1316
8700,1600,7216,288.307,Dinamica,140
50,1300,666,0.050977,Dinamica,42
6800,5100,6324,85.1693,Dinamica,274
5200,4500,6187,47.8554,Dinamica,3227
2700,3000,3895,12.1921,Dinamica,962
8700,2500,7822,289.727,Dinamica,656
5600,600,5517,60.4143,Dinamica,1456
300,2400,1247,0.476701,Dinamica,51
9200,4400,7781,362.884,Dinamica,737
7700,4100,7972,115.333,Dinamica,122
7000,3400,6670,86.7457,Dinamica,105
700,6300,2172,0.839143,Dinamica,147
7300,9400,7216,98.9114,Dinamica,508
9500,7700,8183,424.786,Dinamica,1148
5800,8700,5973,60.5079,Dinamica,212
2600,8200,3724,18.0431,Dinamica,681
7400,1700,6870,97.4597,Dinamica,1985
1500,8900,3132,4.94658,Dinamica,362
7100,900,6547,91.4742,Dinamica,619
5900,3300,5852,63.6008,Dinamica,861
9300,5200,7179,371.399,Dinamica,3188
7700,9200,6419,115.722,Dinamica,2295
2300,8000,4344,11.3194,Dinamica,2379
7100,4300,6842,92.6468,Dinamica,791
5000,8500,5748,45.0769,Dinamica,2857
5800,6200,6199,59.8593,Dinamica,3406
9100,4700,8031,333.922,Dinamica,1939
7500,5900,6869,102.1,Dinamica,2547
2700,7200,3532,14.2879,Dinamica,68
9100,2400,7450,328.972,Dinamica,135
6100,3900,6701,69.088,Dinamica,924
4100,6300,5066,33.9591,Dinamica,1265
8600,9100,7544,277.674,Dinamica,420
2600,9400,3800,14.8835,Dinamica,1392
1200,3200,2970,3.17674,Dinamica,850
1900,10000,3720,7.61811,Dinamica,615
6900,5400,6734,85.9063,Dinamica,277
800,2900,2154,1.4564,Dinamica,182
7300,9100,6733,95.9771,Dinamica,1496
5400,4300,5878,50.2683,Dinamica,1058
9300,2600,8099,368.242,Dinamica,2886
2000,5500,4039,6.28619,Dinamica,2019
5900,9600,6446,62.4552,Dinamica,1602
6500,1300,6852,78.4584,Dinamica,113
3600,5600,4453,26.9766,Dinamica,717
9700,3500,7980,440.337,Dinamica,673
8700,1000,7420,292.449,Dinamica,829
7500,6300,7468,101.626,Dinamica,197
4900,2800,5644,41.7108,Dinamica,427
1700,7600,3274,7.15325,Dinamica,1553
7300,4600,7296,96.3661,Dinamica,1870
5500,2800,6070,56.5027,Dinamica,90
600,1500,1934,1.28476,Dinamica,381
3000,7500,4336,18.5064,Dinamica,919
3300,5700,4627,21.4938,Dinamica,330
9300,9400,7406,369.558,Dinamica,940
7700,1300,6877,115.857,Dinamica,286
3400,10000,4969,20.7789,Dinamica,812
1200,8500,3168,1.99809,Dinamica,565
3000,3200,4232,14.8969,Dinamica,1686
7400,9000,7012,100.431,Dinamica,1679
2700,6400,4221,17.1438,Dinamica,1810
9900,8100,7612,480.541,Dinamica,2109
3200,2500,3706,18.2791,Dinamica,448
8100,7500,7202,115.672,Dinamica,746
8100,9900,7616,119.576,Dinamica,212
9100,9000,8152,330.488,Dinamica,608
10000,5300,7679,483.567,Dinamica,198
9600,8800,8123,406.811,Dinamica,118
8100,2600,6994,119.998,Dinamica,275
1300,7100,2747,3.69601,Dinamica,488
2300,6100,3904,9.61136,Dinamica,754
4400,2200,5833,35.0881,Dinamica,239
1400,9400,3172,3.76573,Dinamica,535
2800,1100,4296,16.9521,Dinamica,208
2800,3200,4242,17.4591,Dinamica,311
900,7000,2351,1.21629,Dinamica,850
2000,4100,3928,6.29551,Dinamica,211
7700,4800,7096,111.072,Dinamica,454
3600,9700,4852,25.4561,Dinamica,1094
2700,7800,4285,15.7801,Dinamica,1126
4400,6700,5878,34.632,Dinamica,1002
6500,5600,7059,77.6,Dinamica,2220
7200,9500,6201,103.407,Dinamica,620
2300,1100,3504,12.7051,Dinamica,54
3500,7600,5042,24.224,Dinamica,673
7900,8800,7393,109.02,Dinamica,1634
6600,7100,6260,78.8486,Dinamica,3621
9900,4900,7781,492.583,Dinamica,358
6300,8100,5659,73.8215,Dinamica,1167
6900,7200,6187,84.1395,Dinamica,889
9100,8300,8171,335.017,Dinamica,127
6300,3600,6770,73.9304,Dinamica,2787
800,7900,2340,1.61668,Dinamica,612
3000,5700,4701,15.7416,Dinamica,85
2400,4900,3814,13.6886,Dinamica,395
100,6200,971,0.171959,Dinamica,90
1800,1100,3720,6.557,Dinamica,969
